obsolete oxaloacetate secondary active transmembrane transporter activity	molecular_function
nuclear chromosome	cellular_component
obsolete cytoplasmic chromosome	cellular_component
obsolete nuclear mitotic chromosome	cellular_component
obsolete cytoplasmic mitotic chromosome	cellular_component
obsolete nuclear interphase chromosome	cellular_component
obsolete cytoplasmic interphase chromosome	cellular_component
phosphoethanolamine N-methyltransferase activity	molecular_function
astral microtubule	cellular_component
mitotic prometaphase	biological_process
leptotene	biological_process
zygotene	biological_process
pachytene	biological_process
diplotene	biological_process
diakinesis	biological_process
pericentriolar material	cellular_component
commitment complex	cellular_component
spliceosomal tri-snRNP complex assembly	biological_process
spliceosomal complex assembly	biological_process
delta24(24-1) sterol reductase activity	molecular_function
C-8 sterol isomerase activity	molecular_function
C-5 sterol desaturase activity	molecular_function
C-22 sterol desaturase (NADPH) activity	molecular_function
lanosterol synthase activity	molecular_function
C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function
3-keto sterol reductase activity	molecular_function
C-4 methylsterol oxidase activity	molecular_function
allantoin metabolic process	biological_process
allantoin catabolic process	biological_process
nitrilase activity	molecular_function
obsolete isoleucine/valine:sodium symporter activity	molecular_function
obsolete intracellular nucleoside transmembrane transporter activity	molecular_function
obsolete hydrogen-translocating V-type ATPase activity	molecular_function
obsolete sodium-translocating V-type ATPase activity	molecular_function
mitochondrial chromosome	cellular_component
obsolete heterotrimeric G-protein GTPase, alpha-subunit	molecular_function
obsolete heterotrimeric G-protein GTPase, beta-subunit	molecular_function
obsolete heterotrimeric G-protein GTPase, gamma-subunit	molecular_function
mitochondrial fission	biological_process
obsolete cell fraction	cellular_component
peroxisome targeting sequence binding	molecular_function
toxin export channel activity	molecular_function
peptidoglycan metabolic process	biological_process
polysaccharide biosynthetic process	biological_process
polysaccharide catabolic process	biological_process
mitochondrial proton-transporting ATP synthase, stator stalk	cellular_component
mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	cellular_component
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component
[cytochrome c]-lysine N-methyltransferase activity	molecular_function
mitotic cell cycle	biological_process
M phase	biological_process
nuclear division	biological_process
mitotic cytokinesis	biological_process
cellular bud site selection	biological_process
obsolete shmoo orientation	biological_process
1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function
alanine dehydrogenase activity	molecular_function
magnesium ion binding	molecular_function
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	biological_process
nuclear-transcribed mRNA poly(A) tail shortening	biological_process
deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process
obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic	biological_process
RNA fragment catabolic process	biological_process
ferric-chelate reductase activity	molecular_function
nuclear-transcribed mRNA catabolic process, RNase MRP-dependent	biological_process
adenine nucleotide transmembrane transporter activity	molecular_function
spermine transport	biological_process
spermine transmembrane transporter activity	molecular_function
endopolyphosphatase activity	molecular_function
obsolete integral to membrane of membrane fraction	cellular_component
obsolete peripheral to membrane of membrane fraction	cellular_component
retrograde transport, vesicle recycling within Golgi	biological_process
response to reactive oxygen species	biological_process
response to superoxide	biological_process
response to singlet oxygen	biological_process
response to oxygen radical	biological_process
obsolete extrinsic component of vacuolar membrane	cellular_component
cyclin-dependent protein kinase holoenzyme complex	cellular_component
cytoplasmic cyclin-dependent protein kinase holoenzyme complex	cellular_component
nicotinamide-nucleotide adenylyltransferase activity	molecular_function
xanthine phosphoribosyltransferase activity	molecular_function
plastid large ribosomal subunit	cellular_component
plastid small ribosomal subunit	cellular_component
organellar ribosome	cellular_component
organellar small ribosomal subunit	cellular_component
organellar large ribosomal subunit	cellular_component
sulfite transport	biological_process
sulfite transmembrane transporter activity	molecular_function
re-entry into mitotic cell cycle	biological_process
re-entry into mitotic cell cycle after pheromone arrest	biological_process
storage vacuole	cellular_component
lytic vacuole	cellular_component
fungal-type vacuole	cellular_component
plant-type vacuole	cellular_component
protein storage vacuole	cellular_component
lytic vacuole within protein storage vacuole	cellular_component
fungal-type vacuole lumen	cellular_component
fungal-type vacuole membrane	cellular_component
plant-type vacuole lumen	cellular_component
contractile vacuole	cellular_component
template for synthesis of G-rich strand of telomere DNA activity	molecular_function
telomerase catalytic core complex	cellular_component
3-hydroxyanthranilate 3,4-dioxygenase activity	molecular_function
obsolete negative regulation of transposition, DNA-mediated	biological_process
obsolete positive regulation of transposition, DNA-mediated	biological_process
obsolete regulation of transposition, DNA-mediated	biological_process
protein deneddylation	biological_process
RNA cap binding	molecular_function
RNA 7-methylguanosine cap binding	molecular_function
RNA trimethylguanosine cap binding	molecular_function
RNA cap 4 binding	molecular_function
plastid-encoded plastid RNA polymerase complex A	cellular_component
plastid-encoded plastid RNA polymerase complex B	cellular_component
cytosolic DNA-directed RNA polymerase complex	cellular_component
transcription export complex	cellular_component
THO complex	cellular_component
mRNA branch site recognition	biological_process
generation of catalytic spliceosome for first transesterification step	biological_process
generation of catalytic spliceosome for second transesterification step	biological_process
trans assembly of SL-containing precatalytic spliceosome	biological_process
formation of quadruple SL/U4/U5/U6 snRNP	biological_process
cis assembly of pre-catalytic spliceosome	biological_process
obsolete first U2-type spliceosomal transesterification activity	molecular_function
obsolete first U12-type spliceosomal transesterification activity	molecular_function
obsolete second U2-type spliceosomal transesterification activity	molecular_function
mRNA trans splicing, via spliceosome	biological_process
intergenic mRNA trans splicing	biological_process
obsolete second U12-type spliceosomal transesterification activity	molecular_function
Group I intron splicing	biological_process
Group II intron splicing	biological_process
Group III intron splicing	biological_process
RNA splicing, via transesterification reactions	biological_process
RNA splicing, via transesterification reactions with guanosine as nucleophile	biological_process
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process
RNA exon ligation	biological_process
tRNA-type intron splice site recognition and cleavage	biological_process
alternative mRNA splicing, via spliceosome	biological_process
regulation of alternative mRNA splicing, via spliceosome	biological_process
first spliceosomal transesterification activity	molecular_function
second spliceosomal transesterification activity	molecular_function
spliceosomal snRNP assembly	biological_process
spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	biological_process
mRNA 3'-splice site recognition	biological_process
spliceosomal complex disassembly	biological_process
spliceosomal conformational changes to generate catalytic conformation	biological_process
RNA splicing, via endonucleolytic cleavage and ligation	biological_process
mRNA 5'-splice site recognition	biological_process
mRNA splicing, via spliceosome	biological_process
cellular bud neck septin structure	cellular_component
four-way junction DNA binding	molecular_function
open form four-way junction DNA binding	molecular_function
crossed form four-way junction DNA binding	molecular_function
Y-form DNA binding	molecular_function
heteroduplex DNA loop binding	molecular_function
bubble DNA binding	molecular_function
double-strand/single-strand DNA junction binding	molecular_function
phagophore assembly site	cellular_component
EKC/KEOPS complex	cellular_component
regulation of transcription by galactose	biological_process
carbon catabolite repression of transcription by galactose	biological_process
positive regulation of transcription by galactose	biological_process
obsolete histone peptidyl-prolyl isomerization	biological_process
protein peptidyl-prolyl isomerization	biological_process
obsolete regulation of histone H3-K36 methylation	biological_process
obsolete negative regulation of histone H3-K36 methylation	biological_process
obsolete positive regulation of histone H3-K36 methylation	biological_process
HIR complex	cellular_component
RNA polymerase IV complex	cellular_component
RNA polymerase V complex	cellular_component
autophagosome membrane	cellular_component
autophagy of mitochondrion	biological_process
mitophagy	biological_process
micromitophagy	biological_process
pexophagy	biological_process
micropexophagy	biological_process
plastid-encoded plastid RNA polymerase complex	cellular_component
DNA-directed RNA polymerase complex	cellular_component
carbon catabolite regulation of transcription from RNA polymerase II promoter	biological_process
regulation of transcription from RNA polymerase II promoter by glucose	biological_process
regulation of transcription from RNA polymerase II promoter by galactose	biological_process
positive regulation of transcription from RNA polymerase II promoter by glucose	biological_process
carbon catabolite repression of transcription from RNA polymerase II promoter by glucose	biological_process
carbon catabolite repression of transcription from RNA polymerase II promoter by galactose	biological_process
positive regulation of transcription from RNA polymerase II promoter by galactose	biological_process
carbon catabolite activation of transcription from RNA polymerase II promoter	biological_process
carbon catabolite repression of transcription from RNA polymerase II promoter	biological_process
core TFIIH complex portion of holo TFIIH complex	cellular_component
transcription factor TFIIH core complex	cellular_component
core TFIIH complex portion of NEF3 complex	cellular_component
MIS12/MIND type complex	cellular_component
THO complex part of transcription export complex	cellular_component
nucleoplasmic THO complex	cellular_component
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	biological_process
cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)	biological_process
rRNA 2'-O-methylation	biological_process
snoRNA guided rRNA 2'-O-methylation	biological_process
obsolete enzyme-directed rRNA 2'-O-methylation	biological_process
snoRNA guided rRNA pseudouridine synthesis	biological_process
enzyme-directed rRNA pseudouridine synthesis	biological_process
obsolete dimethylation involved in SSU-rRNA maturation	biological_process
endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	biological_process
endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	biological_process
obsolete exonucleolytic trimming involved in rRNA processing	biological_process
maturation of 5.8S rRNA	biological_process
endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
obsolete cleavage involved in rRNA processing	biological_process
maturation of LSU-rRNA	biological_process
endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
maturation of 2S rRNA	biological_process
maturation of 4.5S rRNA	biological_process
generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
obsolete endonucleolytic cleavage involved in rRNA processing	biological_process
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
maturation of 5S rRNA	biological_process
maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process
endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	biological_process
maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	biological_process
maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	biological_process
small nucleolar ribonucleoprotein complex assembly	biological_process
box C/D snoRNP assembly	biological_process
box H/ACA snoRNP assembly	biological_process
box C/D sno(s)RNA 3'-end processing	biological_process
box H/ACA sno(s)RNA 3'-end processing	biological_process
DNA template activity	molecular_function
RNA polymerase I upstream activating factor complex	cellular_component
proteasome complex	cellular_component
obsolete proteasome regulatory particle (sensu Bacteria)	cellular_component
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	cellular_component
H3-H4 histone complex chaperone activity	molecular_function
H2A-H2B histone complex chaperone activity	molecular_function
lncRNA-mediated post-transcriptional gene silencing	biological_process
actin severing activator activity	molecular_function
3-sulfino-L-alanine: proton, glutamate antiporter activity	molecular_function
aspartate:glutamate, proton antiporter activity	molecular_function
embryonic axis specification	biological_process
mismatch base pair DNA N-glycosylase activity	molecular_function
purine-specific mismatch base pair DNA N-glycosylase activity	molecular_function
oxidized base lesion DNA N-glycosylase activity	molecular_function
oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function
pyrimidine dimer DNA N-glycosylase activity	molecular_function
achiasmate meiosis I	biological_process
meiotic DNA double-strand break processing	biological_process
meiotic DNA recombinase assembly	biological_process
meiotic strand invasion	biological_process
meiotic joint molecule formation	biological_process
meiotic mismatch repair	biological_process
meiotic DNA repair synthesis	biological_process
resolution of meiotic recombination intermediates	biological_process
meiotic heteroduplex formation	biological_process
meiotic strand displacement	biological_process
nucleotide-excision repair, DNA damage recognition	biological_process
transcription-coupled nucleotide-excision repair, DNA damage recognition	biological_process
nucleotide-excision repair, DNA duplex unwinding	biological_process
nucleotide-excision repair, DNA damage removal	biological_process
photoreactive repair	biological_process
pyrimidine dimer repair by nucleotide-excision repair	biological_process
(R,R)-butanediol dehydrogenase activity	molecular_function
telomere maintenance via recombination	biological_process
telomere maintenance	biological_process
double-strand break repair via homologous recombination	biological_process
recombinational repair	biological_process
obsolete non-recombinational repair	biological_process
double-strand break repair via break-induced replication	biological_process
DNA double-strand break processing	biological_process
DNA recombinase assembly	biological_process
DNA synthesis involved in DNA repair	biological_process
DNA strand displacement	biological_process
obsolete DNA strand renaturation	biological_process
removal of nonhomologous ends	biological_process
double-strand break repair via single-strand annealing, removal of nonhomologous ends	biological_process
obsolete DNA catabolic process, endonucleolytic	biological_process
obsolete DNA catabolic process, exonucleolytic	biological_process
obsolete DNA strand annealing activity	molecular_function
nuclear membrane fusion	biological_process
karyogamy	biological_process
karyogamy involved in conjugation with cellular fusion	biological_process
nuclear migration involved in conjugation with cellular fusion	biological_process
karyogamy involved in conjugation with mutual genetic exchange	biological_process
nuclear migration involved in conjugation with mutual genetic exchange	biological_process
obsolete conjugation	biological_process
conjugation with cellular fusion	biological_process
conjugation with mutual genetic exchange	biological_process
response to pheromone triggering conjugation with cellular fusion	biological_process
pheromone-dependent signal transduction involved in conjugation with cellular fusion	biological_process
mitotic cell cycle G1 arrest in response to pheromone	biological_process
agglutination involved in conjugation with cellular fusion	biological_process
cell morphogenesis involved in conjugation with cellular fusion	biological_process
adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	biological_process
cytogamy	biological_process
response to pheromone regulating conjugation with mutual genetic exchange	biological_process
obsolete signal transduction involved in regulation of conjugation with mutual genetic exchange	biological_process
agglutination involved in conjugation with mutual genetic exchange	biological_process
obsolete cell morphogenesis involved in conjugation with mutual genetic exchange	biological_process
adaptation to pheromone regulating conjugation with mutual genetic exchange	biological_process
conjugant formation	biological_process
pheromone-induced unidirectional conjugation	biological_process
obsolete cell morphogenesis involved in unidirectional conjugation	biological_process
obsolete cellular morphogenesis involved in pheromone-induced unidirectional conjugation	biological_process
response to pheromone regulating pheromone-induced unidirectional conjugation	biological_process
negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation	biological_process
obsolete cell morphogenesis involved in conjugation	biological_process
syncytium formation by plasma membrane fusion	biological_process
syncytium formation by mitosis without cytokinesis	biological_process
peptide pheromone export	biological_process
obsolete agglutination involved in conjugation	biological_process
mating pheromone activity	molecular_function
phosphatidyl-N-methylethanolamine N-methyltransferase activity	molecular_function
adenyl-nucleotide exchange factor activity	molecular_function
chromosome, centromeric region	cellular_component
kinetochore	cellular_component
condensed chromosome, centromeric region	cellular_component
chromosome, telomeric region	cellular_component
telomere cap complex	cellular_component
nuclear telomere cap complex	cellular_component
chromatin	cellular_component
nucleosome	cellular_component
euchromatin	cellular_component
heterochromatin	cellular_component
condensed chromosome	cellular_component
condensed nuclear chromosome	cellular_component
synaptonemal complex	cellular_component
condensin complex	cellular_component
lateral element	cellular_component
central element	cellular_component
transverse filament	cellular_component
sex chromosome	cellular_component
W chromosome	cellular_component
X chromosome	cellular_component
Y chromosome	cellular_component
Z chromosome	cellular_component
origin recognition complex	cellular_component
cytoplasmic origin of replication recognition complex	cellular_component
diacylglycerol diphosphate phosphatase activity	molecular_function
GINS complex	cellular_component
Swr1 complex	cellular_component
ESCRT I complex	cellular_component
ESCRT II complex	cellular_component
ESCRT III complex	cellular_component
COMA complex	cellular_component
sister chromatid segregation	biological_process
regulation of glutamine family amino acid metabolic process	biological_process
regulation of arginine metabolic process	biological_process
inositol hexakisphosphate binding	molecular_function
inositol-1,4,5-trisphosphate 6-kinase activity	molecular_function
inositol tetrakisphosphate 3-kinase activity	molecular_function
inositol tetrakisphosphate 6-kinase activity	molecular_function
obsolete inositol pyrophosphate synthase activity	molecular_function
inositol-1,3,4,5,6-pentakisphosphate kinase activity	molecular_function
inositol hexakisphosphate kinase activity	molecular_function
inositol heptakisphosphate kinase activity	molecular_function
inositol hexakisphosphate 4-kinase activity	molecular_function
inositol hexakisphosphate 6-kinase activity	molecular_function
inositol hexakisphosphate 5-kinase activity	molecular_function
inositol heptakisphosphate 4-kinase activity	molecular_function
inositol heptakisphosphate 6-kinase activity	molecular_function
ER ubiquitin ligase complex	cellular_component
Hrd1p ubiquitin ligase complex	cellular_component
Doa10p ubiquitin ligase complex	cellular_component
Hrd1p ubiquitin ligase ERAD-M complex	cellular_component
Hrd1p ubiquitin ligase ERAD-L complex	cellular_component
mRNA regulatory element binding translation repressor activity	molecular_function
translation repressor activity, non-nucleic acid binding	molecular_function
cell morphogenesis	biological_process
obsolete regulation of cell shape during vegetative growth phase	biological_process
obsolete cell morphogenesis involved in differentiation	biological_process
sporocarp development involved in asexual reproduction	biological_process
6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function
sulfonate dioxygenase activity	molecular_function
taurine dioxygenase activity	molecular_function
sporocarp development involved in sexual reproduction	biological_process
cytokinesis	biological_process
cytokinesis by cell plate formation	biological_process
